index,profit,number of trade,Average Gain,SD,Maximum Gain in One Trade,Maximum Loss in One Trade
"(29, 240)",7252.11133,11,659.2828482,1320.726603,2345.03125,-2951.458984
"(29, 241)",7250.970705,11,659.179155,1320.719709,2345.03125,-2951.458984
"(29, 237)",7250.650392,11,659.1500356,1251.4797,2345.03125,-2690.339843
"(29, 238)",7250.650392,11,659.1500356,1251.4797,2345.03125,-2690.339843
"(27, 171)",6590.908204,10,659.0908204,1506.001294,1835.119141,-2717.40039
"(27, 172)",6590.908204,10,659.0908204,1506.001294,1835.119141,-2717.40039
"(32, 148)",7249.626955,11,659.0569959,1322.18524,1768.320312,-2658.46875
"(32, 149)",7249.626955,11,659.0569959,1322.18524,1768.320312,-2658.46875
"(32, 150)",7249.626955,11,659.0569959,1322.18524,1768.320312,-2658.46875
"(18, 185)",9226.585936,14,659.0418526,1208.380483,1492.65039,-2934.808594
"(30, 247)",7906.710937,12,658.8925781,1045.562107,2345.03125,-1944.929687
"(30, 248)",7906.710937,12,658.8925781,1045.562107,2345.03125,-1944.929687
"(36, 129)",7906.640627,12,658.8867189,1326.587781,1622.941406,-2984.048828
"(40, 129)",6587.490235,10,658.7490235,1493.583602,1779.798828,-2850.449219
"(57, 106)",5926.525391,9,658.5028212,1533.633632,1887.738282,-2718.019531
"(57, 155)",5925.267578,9,658.3630642,1370.883876,2994.269531,-2027.36914
"(37, 118)",7899.927734,12,658.3273112,1310.399117,1622.941406,-2535.560547
"(37, 119)",7899.927734,12,658.3273112,1310.399117,1622.941406,-2535.560547
"(51, 124)",5924.57422,9,658.2860244,1424.157745,1887.738282,-2553.261718
"(52, 122)",5924.57422,9,658.2860244,1424.157745,1887.738282,-2553.261718
"(53, 120)",5924.57422,9,658.2860244,1424.157745,1887.738282,-2553.261718
"(31, 228)",6580.503906,10,658.0503906,1404.208313,2544.611328,-2951.458984
"(41, 110)",7894.791015,12,657.8992513,1326.779048,1622.941406,-2613.019532
"(48, 199)",6578.597656,10,657.8597656,995.0321812,2305.529297,-1492.759766
"(28, 144)",8550.808592,13,657.7545071,1366.166899,1940.980468,-3260.388672
"(20, 238)",8550.703123,13,657.7463941,1090.644579,1940.980468,-2399.021484
"(20, 239)",8550.703123,13,657.7463941,1090.644579,1940.980468,-2399.021484
"(55, 174)",5260.640625,8,657.5800781,1299.18887,2525.220703,-1995.808594
"(44, 122)",6574.791016,10,657.4791016,1563.347775,1867.029297,-3004.539063
"(45, 120)",6574.791016,10,657.4791016,1563.347775,1867.029297,-3004.539063
"(46, 117)",6574.791016,10,657.4791016,1563.347775,1867.029297,-3004.539063
"(46, 118)",6574.791016,10,657.4791016,1563.347775,1867.029297,-3004.539063
"(47, 116)",6574.791016,10,657.4791016,1563.347775,1867.029297,-3004.539063
"(48, 114)",6574.791016,10,657.4791016,1563.347775,1867.029297,-3004.539063
"(25, 173)",8546.414064,13,657.4164665,1222.412971,1940.980468,-2717.40039
"(36, 122)",7886.658203,12,657.2215169,1298.568134,1735.261718,-2535.560547
"(55, 140)",6571.925781,10,657.1925781,1426.30494,2909.160156,-2560.660156
"(40, 112)",7884.710936,12,657.0592447,1330.014462,1622.941406,-2613.019532
"(59, 151)",5256.345705,8,657.0432131,1406.261683,2994.269531,-2027.36914
"(53, 196)",5912.939454,9,656.9932727,825.1354832,1530.429688,-1043.919922
"(53, 197)",5912.939454,9,656.9932727,825.1354832,1530.429688,-1043.919922
"(36, 138)",6569.689454,10,656.9689454,1489.705765,1697.070312,-2850.449219
"(58, 105)",5912.515626,9,656.9461807,1482.867785,1993.259766,-2392.439453
"(51, 193)",6569.320313,10,656.9320313,942.1291105,1852.640625,-1492.759766
"(24, 190)",7226.089842,11,656.9172584,1354.513544,1940.980468,-2750.650391
"(24, 191)",7226.089842,11,656.9172584,1354.513544,1940.980468,-2750.650391
"(52, 123)",5911.97461,9,656.8860678,1422.954181,1875.138672,-2553.261718
"(53, 121)",5911.97461,9,656.8860678,1422.954181,1875.138672,-2553.261718
"(54, 119)",5911.97461,9,656.8860678,1422.954181,1875.138672,-2553.261718
"(25, 200)",7225.281248,11,656.8437498,1325.365237,1940.980468,-2760.039063
"(18, 184)",9194.935546,14,656.7811104,1208.251751,1492.65039,-2934.808594
"(52, 158)",6565.988281,10,656.5988281,1188.55006,2592.541016,-1879.53125
"(39, 210)",6565.4375,10,656.54375,1287.232504,2656.888672,-2062.121094
"(39, 211)",6565.4375,10,656.54375,1287.232504,2656.888672,-2062.121094
"(43, 213)",7221.560545,11,656.5055041,1064.064287,2342.109375,-1481.5
"(46, 164)",5906.558593,9,656.2842881,1499.679564,2592.541016,-2638.830078
"(45, 199)",6562.457032,10,656.2457032,1185.380105,2620.308594,-1730.839843
"(43, 111)",7218.267579,11,656.2061435,1450.592729,1762.970703,-2896.099609
"(52, 191)",5905.279298,9,656.1421442,986.8995951,1816.669922,-1492.759766
"(31, 171)",6561.277344,10,656.1277344,1328.963829,1734.560547,-2579.160157
"(31, 172)",6561.277344,10,656.1277344,1328.963829,1734.560547,-2579.160157
"(26, 152)",7873.029295,12,656.0857746,1423.050279,1940.980468,-3260.388672
"(51, 119)",5904.435546,9,656.048394,1483.677022,1887.738282,-2392.439453
"(52, 116)",5904.435546,9,656.048394,1483.677022,1887.738282,-2392.439453
"(52, 117)",5904.435546,9,656.048394,1483.677022,1887.738282,-2392.439453
"(53, 114)",5904.435546,9,656.048394,1483.677022,1887.738282,-2392.439453
"(53, 115)",5904.435546,9,656.048394,1483.677022,1887.738282,-2392.439453
"(54, 113)",5904.435546,9,656.048394,1483.677022,1887.738282,-2392.439453
"(55, 111)",5904.435546,9,656.048394,1483.677022,1887.738282,-2392.439453
"(41, 141)",5904.238282,9,656.0264758,1515.616658,1779.798828,-2620.101562
"(23, 215)",7215.960937,11,655.9964488,1228.546634,1940.980468,-2457.619141
"(23, 213)",7215.951171,11,655.995561,1228.546718,1940.980468,-2457.619141
"(23, 214)",7215.951171,11,655.995561,1228.546718,1940.980468,-2457.619141
"(37, 141)",6559.550783,10,655.9550783,1474.221094,1702.910157,-2850.449219
"(20, 246)",8526.751953,13,655.9039964,1033.370865,1940.980468,-2230.291015
"(20, 247)",8526.751953,13,655.9039964,1033.370865,1940.980468,-2230.291015
"(58, 175)",5902.511718,9,655.8346353,1048.870382,2448.201172,-1090.919922
"(42, 199)",5902.416016,9,655.8240018,1334.489706,2620.308594,-2062.121094
"(42, 200)",5902.416016,9,655.8240018,1334.489706,2620.308594,-2062.121094
"(42, 201)",5902.416016,9,655.8240018,1334.489706,2620.308594,-2062.121094
"(40, 135)",6557.960938,10,655.7960938,1456.732823,1779.798828,-2678.958985
"(41, 132)",6557.960938,10,655.7960938,1456.732823,1779.798828,-2678.958985
"(41, 133)",6557.960938,10,655.7960938,1456.732823,1779.798828,-2678.958985
"(54, 189)",5245.439454,8,655.6799317,940.7892844,2081.169922,-1090.919922
"(22, 228)",7867.878906,12,655.6565755,1117.756952,1940.980468,-2399.021484
"(22, 229)",7867.878906,12,655.6565755,1117.756952,1940.980468,-2399.021484
"(22, 230)",7867.878906,12,655.6565755,1117.756952,1940.980468,-2399.021484
"(39, 195)",5244.517579,8,655.5646974,1552.661655,2372.84961,-2667.128906
"(58, 193)",5899.302734,9,655.4780816,774.1169856,1425.939453,-714.298829
"(22, 179)",8520.898436,13,655.4537258,1156.643861,1940.980468,-2356.861328
"(22, 180)",8520.898436,13,655.4537258,1156.643861,1940.980468,-2356.861328
"(56, 147)",7207.47461,11,655.2249645,1169.819321,2746.810547,-1879.53125
"(22, 181)",8517.716796,13,655.2089843,1156.538043,1940.980468,-2356.861328
"(24, 210)",7206.599608,11,655.1454189,1211.626948,1940.980468,-2339.830078
"(32, 151)",7206.177736,11,655.1070669,1374.054098,1768.320312,-2658.46875
"(57, 145)",7204.835937,11,654.9850852,1204.127921,2909.160156,-1879.53125
"(53, 165)",5893.851562,9,654.8723958,1311.223008,2840,-2027.36914
"(44, 192)",6548.277344,10,654.8277344,1273.316719,2620.308594,-2192.160156
"(44, 193)",6548.277344,10,654.8277344,1273.316719,2620.308594,-2192.160156
"(50, 193)",6546.78125,10,654.678125,916.8494942,1852.640625,-1492.759766
"(18, 107)",13090.91211,20,654.5456055,967.5349829,1432.148438,-2249.638671
"(58, 153)",5235.63672,8,654.45459,1403.872552,2994.269531,-2027.36914
"(50, 111)",6544.017579,10,654.4017579,1568.734375,1887.738282,-3004.539063
"(54, 143)",6543.857422,10,654.3857422,1397.957483,2746.810547,-2560.660156
"(45, 174)",5888.730469,9,654.3033854,1379.908089,2515.521485,-2241.458984
"(45, 175)",5888.730469,9,654.3033854,1379.908089,2515.521485,-2241.458984
"(48, 158)",5887.90039,9,654.2111544,1493.88107,2592.541016,-2560.660156
"(48, 103)",6538.990234,10,653.8990234,1567.922301,2003.40039,-2973.558594
"(49, 101)",6538.990234,10,653.8990234,1567.922301,2003.40039,-2973.558594
"(26, 175)",7192.115236,11,653.8286578,1446.205948,1940.980468,-2717.40039
"(26, 176)",7192.115236,11,653.8286578,1446.205948,1940.980468,-2717.40039
"(22, 178)",9152.978515,14,653.7841796,1125.102388,1940.980468,-2356.861328
"(45, 167)",5883.480468,9,653.720052,1482.766551,2515.521485,-2638.830078
"(38, 149)",5883.310548,9,653.701172,1366.185472,1705.25,-2461.371094
"(38, 150)",5883.310548,9,653.701172,1366.185472,1705.25,-2461.371094
"(38, 151)",5883.310548,9,653.701172,1366.185472,1705.25,-2461.371094
"(26, 183)",7190.707031,11,653.7006392,1330.994399,1940.980468,-2750.650391
"(26, 184)",7190.707031,11,653.7006392,1330.994399,1940.980468,-2750.650391
"(42, 131)",6535.890625,10,653.5890625,1465.053739,1782.400391,-2678.958985
"(34, 249)",8496.640624,13,653.5877403,997.9526815,2592.490234,-1590.919922
"(48, 117)",6535.199219,10,653.5199219,1562.425643,1873.5,-3004.539063
"(56, 189)",5228.011719,8,653.5014649,869.6581539,1715.458985,-1043.919922
"(41, 209)",6534.71875,10,653.471875,1277.891119,2656.888672,-2093.96875
"(50, 160)",6533.773437,10,653.3773437,1278.145447,2592.541016,-2213.160156
"(32, 170)",7184.558595,11,653.1416905,1313.210833,1764.06836,-2642.25
"(45, 170)",5877.621093,9,653.0690103,1482.648516,2515.521485,-2638.830078
"(26, 186)",7181.398436,11,652.8544033,1332.393553,1940.980468,-2750.650391
"(26, 185)",7178.578124,11,652.5980113,1332.334213,1940.980468,-2750.650391
"(42, 215)",7178.51953,11,652.5926845,1116.803155,2656.888672,-1481.5
"(43, 211)",7178.51953,11,652.5926845,1116.803155,2656.888672,-1481.5
"(43, 205)",6524.53711,10,652.453711,1203.903708,2656.888672,-1730.839843
"(55, 173)",5219.359375,8,652.4199219,1299.779266,2525.220703,-1995.808594
"(44, 173)",5871.742187,9,652.4157986,1452.857453,2515.521485,-2638.830078
"(53, 146)",6523.148437,10,652.3148437,1395.854298,2746.810547,-2560.660156
"(49, 198)",6522.945313,10,652.2945313,991.1224289,2305.529297,-1492.759766
"(55, 145)",7175.019531,11,652.2745028,1241.386468,2746.810547,-2134.990234
"(59, 190)",5869.281251,9,652.1423612,769.9370075,1491.240234,-714.298829
"(57, 187)",5868.531249,9,652.0590277,779.0648146,1715.458985,-462.769532
"(26, 147)",7824.228514,12,652.0190428,1512.514877,1940.980468,-3633.558594
"(32, 171)",7171.958985,11,651.9962714,1312.284854,1764.06836,-2642.25
"(32, 172)",7171.958985,11,651.9962714,1312.284854,1764.06836,-2642.25
"(36, 168)",7171.080079,11,651.9163708,1189.371958,1632.208985,-2473.519531
"(50, 101)",6518.882812,10,651.8882812,1608.219848,2003.40039,-3165.539063
"(32, 184)",6518.69922,10,651.869922,1218.8329,1764.06836,-2171.099609
"(50, 157)",6518.55078,10,651.855078,1290.995688,2592.541016,-2213.160156
"(30, 137)",8472.316406,13,651.7166466,1340.629395,1768.320312,-3172.439453
"(39, 133)",6516.582032,10,651.6582032,1501.832807,1779.798828,-2850.449219
"(39, 134)",6516.582032,10,651.6582032,1501.832807,1779.798828,-2850.449219
"(21, 170)",9123.187498,14,651.6562499,1218.373774,1566.941406,-2934.808594
"(52, 108)",6515.435548,10,651.5435548,1566.707079,1887.738282,-3004.539063
"(51, 197)",5861.308594,9,651.2565104,894.152383,1873.929687,-1090.919922
"(43, 200)",5861.228516,9,651.2476129,1329.751147,2620.308594,-2093.96875
"(41, 175)",5860.896486,9,651.2107207,1355.039159,2148.490235,-2377.710937
"(41, 176)",5860.896486,9,651.2107207,1355.039159,2148.490235,-2377.710937
"(30, 240)",7163.101562,11,651.1910511,1295.434175,2345.03125,-2821.419922
"(30, 241)",7163.101562,11,651.1910511,1295.434175,2345.03125,-2821.419922
"(28, 140)",8465.044921,13,651.1573016,1408.208152,1940.980468,-3172.439453
"(24, 186)",7810.429687,12,650.8691406,1340.492727,1940.980468,-2558.669922
"(40, 180)",6507.158205,10,650.7158205,1248.925852,2079.558594,-2377.710937
"(46, 101)",8458.886718,13,650.6835937,1292.376175,1705.25,-2613.019532
"(51, 157)",7156.271484,11,650.5701349,1216.8926,2592.541016,-2213.160156
"(48, 163)",7155.990233,11,650.5445666,1268.024746,2592.541016,-2213.160156
"(53, 183)",5854.609375,9,650.5121528,1073.871212,2081.169922,-1632.679687
"(32, 139)",9106.937501,14,650.4955358,1153.055234,1768.320312,-2623.509766
"(32, 140)",9106.937501,14,650.4955358,1153.055234,1768.320312,-2623.509766
"(27, 145)",8456.437499,13,650.4951922,1368.743557,1940.980468,-3260.388672
"(37, 136)",6504.019533,10,650.4019533,1484.423148,1622.941406,-2850.449219
"(37, 137)",6504.019533,10,650.4019533,1484.423148,1622.941406,-2850.449219
"(54, 196)",5853.580078,9,650.3977864,806.5067207,1508.21875,-1043.919922
"(40, 211)",6503.419922,10,650.3419922,1277.368995,2656.888672,-2093.96875
"(40, 212)",6503.419922,10,650.3419922,1277.368995,2656.888672,-2093.96875
"(41, 207)",6503.419922,10,650.3419922,1277.368995,2656.888672,-2093.96875
"(41, 208)",6503.419922,10,650.3419922,1277.368995,2656.888672,-2093.96875
"(17, 103)",13006.55273,20,650.3276367,1047.381495,1529.029297,-2772.158203
"(38, 140)",6503.123047,10,650.3123047,1474.779615,1779.798828,-2678.958985
"(26, 191)",7153.380858,11,650.3073507,1337.47576,1822.519531,-2760.039063
"(57, 196)",5852.191406,9,650.2434896,769.6542311,1425.939453,-714.298829
"(54, 163)",5852.058594,9,650.2287327,1348.913096,2840,-2027.36914
"(43, 208)",7151.388672,11,650.1262429,1141.090105,2656.888672,-1621.419921
"(57, 115)",5849.023438,9,649.8914931,1372.389369,1875.138672,-2553.261718
"(17, 192)",9097.236326,14,649.8025947,1203.531439,1492.65039,-2934.808594
"(43, 190)",6497.787109,10,649.7787109,1221.186714,2188.708984,-2192.160156
"(43, 191)",6495.476563,10,649.5476563,1265.946309,2620.308594,-2192.160156
"(20, 183)",9092.542969,14,649.4673549,1067.611403,1487.53125,-2297.929688
"(38, 115)",7792.630858,12,649.3859048,1325.910745,1622.941406,-2613.019532
"(38, 116)",7792.630858,12,649.3859048,1325.910745,1622.941406,-2613.019532
"(39, 114)",7792.630858,12,649.3859048,1325.910745,1622.941406,-2613.019532
"(34, 126)",7792.019531,12,649.3349609,1315.82077,1768.320312,-2535.560547
"(35, 124)",7792.019531,12,649.3349609,1315.82077,1768.320312,-2535.560547
"(25, 183)",7141.767579,11,649.2515981,1438.507833,1940.980468,-2750.650391
"(25, 184)",7141.767579,11,649.2515981,1438.507833,1940.980468,-2750.650391
"(50, 195)",6492.427734,10,649.2427734,925.5547426,1873.929687,-1492.759766
"(25, 177)",7790.888672,12,649.2407227,1322.604948,1940.980468,-2717.40039
"(25, 197)",7139.771482,11,649.0701347,1343.304721,1940.980468,-2760.039063
"(25, 175)",7788.06836,12,649.0056967,1322.54951,1940.980468,-2717.40039
"(25, 176)",7788.06836,12,649.0056967,1322.54951,1940.980468,-2717.40039
"(53, 144)",6490.037109,10,649.0037109,1405.968871,2800.269531,-2560.660156
"(31, 156)",7138.716798,11,648.9742544,1431.694094,1768.320312,-2909.380859
"(39, 227)",7787.386719,12,648.9488933,1090.396884,2674.849609,-1481.5
"(58, 171)",5840.431641,9,648.936849,1142.911235,2525.220703,-1632.679687
"(19, 102)",12977.45117,20,648.8725586,1007.594102,1515.949219,-2499.5
"(59, 103)",5839.656251,9,648.8506946,1577.968871,1993.259766,-2718.019531
"(25, 149)",7785.85742,12,648.8214517,1510.777061,1940.980468,-3633.558594
"(44, 202)",6487.957032,10,648.7957032,1197.848108,2620.308594,-1730.839843
"(56, 158)",5839.097656,9,648.7886284,1362.157231,2994.269531,-2027.36914
"(30, 225)",7136.662109,11,648.7874645,1182.291875,2544.611328,-2299.910156
"(18, 103)",12971.77344,20,648.5886719,1048.278345,1515.949219,-2772.158203
"(31, 229)",6485.21289,10,648.521289,1411.318976,2544.611328,-2951.458984
"(23, 159)",9079.064452,14,648.5046037,1417.733703,1940.980468,-3633.558594
"(32, 163)",7132.835938,11,648.4396307,1370.80341,1734.560547,-2579.160157
"(54, 164)",5835.529297,9,648.3921441,1347.701628,2840,-2027.36914
"(39, 201)",5833.808594,9,648.2009549,1442.835797,2409.429688,-2525.789062
"(16, 177)",9074.080078,14,648.148577,1268.637753,1352.019531,-3329.689453
"(16, 178)",9074.080078,14,648.148577,1268.637753,1352.019531,-3329.689453
"(51, 195)",5833.228515,9,648.1365017,980.3108739,1873.929687,-1492.759766
"(27, 249)",7777.091798,12,648.0909832,1204.647695,2345.03125,-2690.339843
"(56, 161)",5183.726564,8,647.9658205,1416.714228,2840,-2027.36914
"(29, 248)",7773.943359,12,647.8286133,1120.267974,2345.03125,-2308.058594
"(29, 249)",7773.943359,12,647.8286133,1120.267974,2345.03125,-2308.058594
"(27, 184)",6477.128905,10,647.7128905,1396.326087,1835.119141,-2760.039063
"(56, 201)",5829.371093,9,647.7078992,906.9201881,1799.658204,-995.189454
"(56, 202)",5829.371093,9,647.7078992,906.9201881,1799.658204,-995.189454
"(41, 194)",5828.898438,9,647.655382,1338.715216,2372.84961,-2241.458984
"(56, 100)",6476.226563,10,647.6226563,1545.148209,1925.320312,-2916.589844
"(50, 196)",6475.898437,10,647.5898437,924.2764243,1873.929687,-1492.759766
"(17, 191)",9065.585936,14,647.5418526,1203.384831,1492.65039,-2934.808594
"(18, 104)",12945.48242,20,647.2741211,1001.469241,1432.148438,-2499.5
"(34, 164)",7112.896486,11,646.6269533,1253.72669,1727.488282,-2461.371094
"(19, 105)",12932.24219,20,646.6121095,946.112275,1432.148438,-2175.099609
"(32, 141)",9049.617188,14,646.4012277,1155.234506,1768.320312,-2623.509766
"(44, 188)",6463.492187,10,646.3492187,1194.581867,2230.429687,-2192.160156
"(33, 143)",7108.548828,11,646.2317116,1350.467618,1768.320312,-2658.46875
"(36, 130)",7754.363282,12,646.1969402,1317.443772,1622.941406,-2984.048828
"(32, 231)",7107.943357,11,646.1766688,1219.433907,2544.611328,-2395.75
"(46, 199)",6461.156252,10,646.1156252,1098.815379,2620.308594,-1621.419921
"(33, 165)",7106.177735,11,646.0161577,1231.167342,1720.119141,-2461.371094
"(33, 166)",7106.177735,11,646.0161577,1231.167342,1720.119141,-2461.371094
"(21, 169)",9043.777342,14,645.9840959,1214.27741,1560.771484,-2934.808594
"(27, 170)",7105.027345,11,645.9115768,1436.52058,1835.119141,-2717.40039
"(43, 195)",5812.31836,9,645.8131511,1341.515778,2620.308594,-2192.160156
"(43, 196)",5812.31836,9,645.8131511,1341.515778,2620.308594,-2192.160156
"(20, 180)",9041.363281,14,645.8116629,1064.227615,1487.53125,-2297.929688
"(20, 181)",9041.363281,14,645.8116629,1064.227615,1487.53125,-2297.929688
"(28, 167)",6457.947267,10,645.7947267,1496.560624,1768.320312,-2717.40039
"(28, 168)",6457.947267,10,645.7947267,1496.560624,1768.320312,-2717.40039
"(54, 142)",6457.28711,10,645.728711,1399.97019,2746.810547,-2560.660156
"(34, 165)",7100.296876,11,645.4815342,1252.896541,1727.488282,-2461.371094
"(24, 153)",7745.748045,12,645.4790037,1514.763704,1940.980468,-3633.558594
"(39, 113)",7744.640624,12,645.3867187,1323.801045,1622.941406,-2613.019532
"(40, 111)",7744.640624,12,645.3867187,1323.801045,1622.941406,-2613.019532
"(33, 171)",7098.175783,11,645.2887075,1274.661975,1727.488282,-2642.25
"(20, 184)",9033.611329,14,645.2579521,1079.276618,1487.53125,-2356.861328
"(31, 227)",6452.513672,10,645.2513672,1331.209348,2544.611328,-2690.339843
"(31, 233)",6452.283202,10,645.2283202,1402.764199,2544.611328,-2951.458984
"(44, 104)",8386.949218,13,645.1499398,1303.236807,1686.839844,-2613.019532
"(55, 117)",5804.994141,9,644.999349,1417.148673,1875.138672,-2553.261718
"(39, 138)",6449.003906,10,644.9003906,1483.824256,1779.798828,-2678.958985
"(45, 168)",5803.990234,9,644.8878038,1478.050523,2515.521485,-2638.830078
"(46, 166)",5803.169921,9,644.7966579,1489.227707,2515.521485,-2638.830078
"(20, 245)",8381.873046,13,644.7594651,1019.348998,1940.980468,-2230.291015
"(22, 183)",8381.267577,13,644.7128905,1145.135817,1940.980468,-2356.861328
"(40, 209)",6447.070312,10,644.7070312,1247.203595,2656.888672,-1974.429688
"(43, 193)",6446.898438,10,644.6898438,1252.484804,2620.308594,-2192.160156
"(43, 194)",6446.898438,10,644.6898438,1252.484804,2620.308594,-2192.160156
"(29, 164)",6446.626954,10,644.6626954,1548.306917,1768.320312,-2909.380859
"(49, 164)",6446.542968,10,644.6542968,1269.588926,2592.541016,-2213.160156
"(34, 166)",7090.787111,11,644.6170101,1266.297798,1727.488282,-2642.25
"(29, 140)",8378.976562,13,644.5366586,1360.019516,1768.320312,-3260.388672
"(29, 141)",8378.976562,13,644.5366586,1360.019516,1768.320312,-3260.388672
"(47, 160)",5800.669921,9,644.5188801,1484.974421,2592.541016,-2560.660156
"(48, 159)",5800.669921,9,644.5188801,1484.974421,2592.541016,-2560.660156
"(53, 178)",5153.59961,8,644.1999512,1283.199421,2448.201172,-1984.548828
"(54, 175)",5153.59961,8,644.1999512,1283.199421,2448.201172,-1984.548828
"(59, 171)",6441.970704,10,644.1970704,1039.061675,2525.220703,-1230.839843
"(40, 223)",7728.958984,12,644.0799153,1079.110648,2674.849609,-1481.5
"(40, 224)",7728.958984,12,644.0799153,1079.110648,2674.849609,-1481.5
"(47, 209)",5795.455077,9,643.939453,1064.559367,2342.109375,-1445.759766
"(23, 181)",8369.185548,13,643.7835037,1216.677297,1940.980468,-2717.40039
"(42, 205)",6436.769531,10,643.6769531,1276.07205,2656.888672,-2093.96875
"(42, 206)",6436.769531,10,643.6769531,1276.07205,2656.888672,-2093.96875
"(52, 147)",6436.578125,10,643.6578125,1397.857209,2746.810547,-2560.660156
"(52, 148)",6436.578125,10,643.6578125,1397.857209,2746.810547,-2560.660156
"(53, 145)",6436.578125,10,643.6578125,1397.857209,2746.810547,-2560.660156
"(42, 195)",5790.816407,9,643.4240452,1334.284065,2620.308594,-2192.160156
"(55, 172)",5147.388672,8,643.423584,1287.560388,2525.220703,-1984.548828
"(35, 141)",6433.318361,10,643.3318361,1480.719099,1622.941406,-2850.449219
"(35, 142)",6433.318361,10,643.3318361,1480.719099,1622.941406,-2850.449219
"(35, 143)",6433.318361,10,643.3318361,1480.719099,1622.941406,-2850.449219
"(36, 139)",6433.318361,10,643.3318361,1480.719099,1622.941406,-2850.449219
"(36, 140)",6433.318361,10,643.3318361,1480.719099,1622.941406,-2850.449219
"(18, 105)",12864.02148,20,643.2010742,1006.422316,1432.148438,-2499.5
"(50, 197)",5787.597657,9,643.0664063,1028.295549,2305.529297,-1492.759766
"(41, 127)",6430.460938,10,643.0460938,1585.927505,1779.798828,-3176.029297
"(23, 157)",9002.195312,14,643.0139509,1414.948463,1940.980468,-3633.558594
"(23, 158)",9002.195312,14,643.0139509,1414.948463,1940.980468,-3633.558594
"(35, 123)",7715.888672,12,642.9907227,1311.728405,1768.320312,-2535.560547
"(55, 106)",5786.634766,9,642.9594184,1608.840054,1887.738282,-2886.75
"(56, 104)",5786.634766,9,642.9594184,1608.840054,1887.738282,-2886.75
"(56, 105)",5786.634766,9,642.9594184,1608.840054,1887.738282,-2886.75
"(57, 102)",5786.634766,9,642.9594184,1608.840054,1887.738282,-2886.75
"(57, 103)",5786.634766,9,642.9594184,1608.840054,1887.738282,-2886.75
"(58, 101)",5786.634766,9,642.9594184,1608.840054,1887.738282,-2886.75
"(42, 171)",5786.466798,9,642.9407553,1319.675522,2201.949219,-2299.541015
"(36, 167)",7072.099611,11,642.9181465,1191.100838,1632.208985,-2473.519531
"(44, 207)",7072.078125,11,642.9161932,1137.113454,2656.888672,-1621.419921
"(19, 104)",12857.70313,20,642.8851564,957.3009583,1432.148438,-2249.638671
"(54, 176)",5142.339844,8,642.7924805,1286.08491,2448.201172,-1995.808594
"(29, 139)",8354.925781,13,642.6865985,1336.376288,1768.320312,-3172.439453
"(33, 224)",7068.371094,11,642.5791904,1379.551302,2544.611328,-2951.458984
"(19, 182)",8994.287108,14,642.4490791,1207.132459,1492.65039,-2934.808594
"(19, 183)",8994.287108,14,642.4490791,1207.132459,1492.65039,-2934.808594
"(44, 170)",5781.029297,9,642.3365886,1476.764149,2515.521485,-2638.830078
"(22, 218)",7065.681638,11,642.3346944,1222.700644,1940.980468,-2457.619141
"(18, 106)",12841.05078,20,642.0525391,1005.809989,1432.148438,-2499.5
"(56, 148)",6419.998047,10,641.9998047,1236.493591,2746.810547,-1879.53125
"(33, 146)",6418.546877,10,641.8546877,1372.793054,1656,-2658.46875
"(27, 119)",10266.28906,16,641.6430663,1341.064519,1940.980468,-3387
"(55, 178)",5772.810547,9,641.4233941,1104.261274,2448.201172,-1632.679687
"(42, 198)",5772.376954,9,641.3752171,1364.212198,2620.308594,-2192.160156
"(52, 186)",5771.59961,9,641.2888456,1052.903139,2081.169922,-1632.679687
"(52, 187)",5771.59961,9,641.2888456,1052.903139,2081.169922,-1632.679687
"(48, 157)",6411.55078,10,641.155078,1417.76117,2592.541016,-2560.660156
"(50, 173)",5770.199219,9,641.1332466,1303.322784,2762.980469,-2027.36914
"(43, 130)",6410.871094,10,641.0871094,1506.381051,1867.029297,-2678.958985
"(57, 188)",5768.410155,9,640.9344617,792.1233447,1715.458985,-462.769532
"(16, 179)",8971.75,14,640.8392857,1264.897547,1352.019531,-3329.689453
"(43, 172)",5767.298829,9,640.810981,1394.5667,2515.521485,-2377.710937
"(40, 187)",5766.796876,9,640.7552084,1449.832183,2372.84961,-2667.128906
"(29, 155)",8325.867189,13,640.4513222,1207.945994,1768.320312,-2658.46875
"(19, 100)",12808.89063,20,640.4445313,1046.140296,1529.029297,-2772.158203
"(43, 187)",6403.939453,10,640.3939453,1136.369904,1982.970703,-1907.830078
"(45, 103)",8324.578124,13,640.3521634,1289.255915,1705.25,-2613.019532
"(43, 204)",6403.177735,10,640.3177735,1191.621817,2620.308594,-1730.839843
"(36, 120)",7682.830078,12,640.2358398,1309.394741,1735.261718,-2535.560547
"(32, 183)",7042.34961,11,640.2136009,1162.696008,1764.06836,-2171.099609
"(39, 197)",5761.177735,9,640.1308594,1379.401522,2409.429688,-2241.458984
"(36, 121)",7679.648438,12,639.9707032,1309.242922,1735.261718,-2535.560547
"(56, 149)",6399.289062,10,639.9289062,1234.294999,2746.810547,-1879.53125
"(22, 182)",8317.30664,13,639.7928185,1153.639039,1940.980468,-2356.861328
"(37, 117)",7674.640623,12,639.5533852,1325.053,1735.261718,-2613.019532
"(59, 170)",6394.732423,10,639.4732423,1031.374824,2525.220703,-1230.839843
"(46, 100)",8313.128905,13,639.4714542,1303.464195,1705.25,-2613.019532
